invoice_id,ticket_id,product_code,line_gallons_net,line_amount_usd
INV-2026-0003,BOL-2026-000016,RBOB,6818.6,14891.82
INV-2026-0003,BOL-2026-000021,RBOB,5189.5,11333.87
INV-2026-0003,BOL-2026-000023,ULSD,6232.5,14409.54
INV-2026-0003,BOL-2026-000038,RBOB,7156.2,15629.14
INV-2026-0003,BOL-2026-000045,RBOB,6179.3,13495.59
INV-2026-0003,BOL-2026-000048,RBOB,7332.7,16014.62
INV-2026-0003,BOL-2026-000070,RBOB,7078.7,15459.88
INV-2026-0003,BOL-2026-000102,RBOB,6574.7,14359.14
INV-2026-0003,BOL-2026-000123,ULSD,4768.3,11024.31
INV-2026-0003,BOL-2026-000136,RBOB,5223.1,11407.25
INV-2026-0003,BOL-2026-000143,ULSD,4856.3,11227.77
INV-2026-0003,BOL-2026-000157,RBOB,6178.4,13493.63
INV-2026-0003,BOL-2026-000181,ULSD,7773.8,17973.03
INV-2026-0003,BOL-2026-000183,RBOB,6005.2,13115.36
INV-2026-0003,BOL-2026-000184,RBOB,6672.7,14573.18
INV-2026-0003,BOL-2026-000191,RBOB,7922.9,17303.61
INV-2026-0003,BOL-2026-000197,RBOB,6974.2,15231.65
INV-2026-0003,BOL-2026-000224,RBOB,6489.1,14172.19
INV-2026-0003,BOL-2026-000338,RBOB,7438.6,16245.90
INV-2026-0003,BOL-2026-000339,RBOB,6092.4,13305.80
INV-2026-0003,BOL-2026-000340,ULSD,4572.8,10572.31
INV-2026-0003,BOL-2026-000364,RBOB,7048.5,15393.92
INV-2026-0003,BOL-2026-000366,RBOB,5550.3,12121.86
INV-2026-0003,BOL-2026-000375,RBOB,6568.0,14344.51
INV-2026-0003,BOL-2026-000381,ULSD,4321.3,9990.85
INV-2026-0003,BOL-2026-000394,ULSD,4522.5,10456.02
INV-2026-0003,BOL-2026-000396,RBOB,8180.0,17865.12
INV-2026-0003,BOL-2026-000398,RBOB,6944.2,15166.13
INV-2026-0003,BOL-2026-000434,ULSD,7483.3,17301.39
INV-2026-0003,BOL-2026-000440,RBOB,7257.8,15851.04
INV-2026-0003,BOL-2026-000461,RBOB,6161.7,13457.15
INV-2026-0003,BOL-2026-000471,ULSD,8161.1,18868.46
INV-2026-0003,BOL-2026-000489,ULSD,7605.8,17584.61
INV-2026-0003,BOL-2026-000491,RBOB,4109.9,8976.02
INV-2026-0003,BOL-2026-000501,RBOB,6851.2,14963.02
INV-2026-0003,BOL-2026-000511,ULSD,4958.6,11464.28
INV-2026-0003,BOL-2026-000539,ULSD,8009.5,18517.96
INV-2026-0003,BOL-2026-000544,ULSD,4865.0,11247.88
INV-2026-0003,BOL-2026-000564,ULSD,7489.5,17315.72
INV-2026-0003,BOL-2026-000568,RBOB,4399.7,9608.94
INV-2026-0003,BOL-2026-000573,RBOB,6882.1,15030.51
INV-2026-0003,BOL-2026-000608,RBOB,5238.1,11440.01
INV-2026-0003,BOL-2026-000610,RBOB,6211.9,13566.79
INV-2026-0003,BOL-2026-000613,RBOB,5315.9,11609.93
INV-2026-0003,BOL-2026-000614,ULSD,6542.0,15125.10
INV-2026-0003,BOL-2026-000626,RBOB,4709.7,10285.98
INV-2026-0003,BOL-2026-000634,ULSD,5229.5,12090.60
INV-2026-0003,BOL-2026-000642,RBOB,6104.8,13332.88
INV-2026-0003,BOL-2026-000648,ULSD,6734.8,15570.86
INV-2026-0003,BOL-2026-000656,ULSD,4712.3,10894.84
INV-2026-0003,BOL-2026-000667,ULSD,6988.1,16156.49
INV-2026-0003,BOL-2026-000669,ULSD,6610.9,15284.40
INV-2026-0003,BOL-2026-000675,RBOB,7846.6,17136.97
INV-2026-0003,BOL-2026-000683,RBOB,4198.3,9169.09
INV-2026-0003,BOL-2026-000710,RBOB,4649.5,10154.51
INV-2026-0003,BOL-2026-000740,RBOB,5643.9,12326.28
INV-2026-0003,BOL-2026-000759,RBOB,5068.8,11070.26
INV-2026-0003,BOL-2026-000767,RBOB,5440.8,11882.71
INV-2026-0003,BOL-2026-000780,RBOB,7470.7,16316.01
INV-2026-0004,BOL-2026-000008,ULSD,5252.7,12144.24
INV-2026-0004,BOL-2026-000015,RBOB,7966.2,17398.18
INV-2026-0004,BOL-2026-000024,RBOB,6208.2,13558.71
INV-2026-0004,BOL-2026-000028,RBOB,4452.1,9723.39
INV-2026-0004,BOL-2026-000030,ULSD,6531.4,15100.60
INV-2026-0004,BOL-2026-000039,ULSD,4389.6,10148.76
INV-2026-0004,BOL-2026-000046,RBOB,7916.7,17290.07
INV-2026-0004,BOL-2026-000051,RBOB,5930.3,12951.78
INV-2026-0004,BOL-2026-000060,RBOB,6941.9,15161.11
INV-2026-0004,BOL-2026-000117,RBOB,6726.6,14690.89
INV-2026-0004,BOL-2026-000134,RBOB,6583.1,14377.49
INV-2026-0004,BOL-2026-000155,RBOB,5722.9,12498.81
INV-2026-0004,BOL-2026-000159,RBOB,6392.8,13961.88
INV-2026-0004,BOL-2026-000172,RBOB,4531.8,9897.45
INV-2026-0004,BOL-2026-000190,RBOB,5912.4,12912.68
INV-2026-0004,BOL-2026-000208,ULSD,5421.4,12534.28
INV-2026-0004,BOL-2026-000243,ULSD,6641.5,15355.15
INV-2026-0004,BOL-2026-000263,RBOB,8248.8,18015.38
INV-2026-0004,BOL-2026-000264,RBOB,7444.0,16257.70
INV-2026-0004,BOL-2026-000291,RBOB,4639.6,10132.89
INV-2026-0004,BOL-2026-000320,RBOB,6166.5,13467.64
INV-2026-0004,BOL-2026-000327,ULSD,4745.6,10971.83
INV-2026-0004,BOL-2026-000334,RBOB,7969.4,17405.17
INV-2026-0004,BOL-2026-000344,ULSD,8215.9,18995.16
INV-2026-0004,BOL-2026-000363,ULSD,8390.6,19399.07
INV-2026-0004,BOL-2026-000378,RBOB,7547.7,16484.18
INV-2026-0004,BOL-2026-000405,RBOB,5068.3,11069.17
INV-2026-0004,BOL-2026-000428,ULSD,6603.8,15267.99
INV-2026-0004,BOL-2026-000432,RBOB,8098.5,17687.12
INV-2026-0004,BOL-2026-000447,RBOB,8090.6,17669.87
INV-2026-0004,BOL-2026-000465,RBOB,5019.5,10962.59
INV-2026-0004,BOL-2026-000478,ULSD,7936.1,18348.26
INV-2026-0004,BOL-2026-000480,ULSD,4713.2,10896.92
INV-2026-0004,BOL-2026-000516,RBOB,6406.3,13991.36
INV-2026-0004,BOL-2026-000520,ULSD,5496.0,12706.75
INV-2026-0004,BOL-2026-000529,RBOB,7037.4,15369.68
INV-2026-0004,BOL-2026-000542,ULSD,3842.8,8884.55
INV-2026-0004,BOL-2026-000583,ULSD,8066.5,18649.75
INV-2026-0004,BOL-2026-000602,ULSD,7418.3,17151.11
INV-2026-0004,BOL-2026-000615,ULSD,4294.4,9928.65
INV-2026-0004,BOL-2026-000639,RBOB,7451.5,16274.08
INV-2026-0004,BOL-2026-000641,RBOB,7791.5,17016.64
INV-2026-0004,BOL-2026-000685,ULSD,5140.0,11883.68
INV-2026-0004,BOL-2026-000714,RBOB,4936.2,10780.66
INV-2026-0004,BOL-2026-000730,RBOB,5005.1,10931.14
INV-2026-0004,BOL-2026-000765,RBOB,4571.6,9984.37
INV-2026-0004,BOL-2026-000776,ULSD,6383.6,14758.88
INV-2026-0005,BOL-2026-000005,ULSD,8384.4,19384.73
INV-2026-0005,BOL-2026-000036,ULSD,6830.2,15791.42
INV-2026-0005,BOL-2026-000052,ULSD,6647.2,15368.33
INV-2026-0005,BOL-2026-000053,ULSD,5585.7,12914.14
INV-2026-0005,BOL-2026-000098,RBOB,5970.1,13038.70
INV-2026-0005,BOL-2026-000118,ULSD,4658.6,10770.68
INV-2026-0005,BOL-2026-000119,ULSD,5380.3,12439.25
INV-2026-0005,BOL-2026-000135,RBOB,4822.2,10531.68
INV-2026-0005,BOL-2026-000141,RBOB,4626.5,10104.28
INV-2026-0005,BOL-2026-000154,ULSD,4715.9,10903.16
INV-2026-0005,BOL-2026-000167,RBOB,6770.9,14787.65
INV-2026-0005,BOL-2026-000170,RBOB,5612.4,12257.48
INV-2026-0005,BOL-2026-000175,RBOB,7677.1,16766.79
INV-2026-0005,BOL-2026-000192,RBOB,5657.9,12356.85
INV-2026-0005,BOL-2026-000199,RBOB,4311.4,9416.10
INV-2026-0005,BOL-2026-000214,ULSD,8448.5,19532.93
INV-2026-0005,BOL-2026-000237,ULSD,8347.4,19299.19
INV-2026-0005,BOL-2026-000248,RBOB,6804.7,14861.46
INV-2026-0005,BOL-2026-000250,ULSD,5069.3,11720.22
INV-2026-0005,BOL-2026-000266,ULSD,7842.7,18132.32
INV-2026-0005,BOL-2026-000281,ULSD,4336.2,10025.29
INV-2026-0005,BOL-2026-000298,RBOB,8365.5,18270.25
INV-2026-0005,BOL-2026-000316,RBOB,6671.7,14570.99
INV-2026-0005,BOL-2026-000330,RBOB,6929.8,15134.68
INV-2026-0005,BOL-2026-000359,ULSD,6744.3,15592.82
INV-2026-0005,BOL-2026-000407,ULSD,6447.0,14905.46
INV-2026-0005,BOL-2026-000411,RBOB,5537.1,12093.03
INV-2026-0005,BOL-2026-000417,RBOB,6240.7,13629.69
INV-2026-0005,BOL-2026-000422,ULSD,5907.8,13658.83
INV-2026-0005,BOL-2026-000430,ULSD,7925.5,18323.76
INV-2026-0005,BOL-2026-000438,RBOB,7153.2,15622.59
INV-2026-0005,BOL-2026-000443,RBOB,7213.1,15753.41
INV-2026-0005,BOL-2026-000451,RBOB,7793.5,17021.00
INV-2026-0005,BOL-2026-000479,RBOB,7537.4,16461.68
INV-2026-0005,BOL-2026-000533,ULSD,7961.1,18406.06
INV-2026-0005,BOL-2026-000547,RBOB,6337.3,13840.66
INV-2026-0005,BOL-2026-000598,RBOB,5749.3,12556.47
INV-2026-0005,BOL-2026-000631,RBOB,5380.7,11751.45
INV-2026-0005,BOL-2026-000633,ULSD,4779.2,11049.51
INV-2026-0005,BOL-2026-000647,ULSD,6527.0,15090.42
INV-2026-0005,BOL-2026-000652,RBOB,4056.0,8858.30
INV-2026-0005,BOL-2026-000677,RBOB,4296.7,9383.99
INV-2026-0005,BOL-2026-000678,ULSD,5585.0,12912.52
INV-2026-0005,BOL-2026-000693,RBOB,5414.7,11825.70
INV-2026-0005,BOL-2026-000700,RBOB,5022.5,10969.14
INV-2026-0005,BOL-2026-000706,ULSD,6804.7,15732.47
INV-2026-0005,BOL-2026-000734,RBOB,6843.4,14945.99
INV-2026-0005,BOL-2026-000744,RBOB,5311.7,11600.75
INV-2026-0005,BOL-2026-000760,RBOB,7989.3,17448.63
INV-2026-0005,BOL-2026-000775,RBOB,5754.6,12568.05
INV-2026-0006,BOL-2026-000010,ULSD,7287.0,16847.54
INV-2026-0006,BOL-2026-000065,RBOB,4324.8,9445.36
INV-2026-0006,BOL-2026-000068,RBOB,6012.7,13131.74
INV-2026-0006,BOL-2026-000072,RBOB,5813.8,12697.34
INV-2026-0006,BOL-2026-000078,RBOB,4981.9,10880.47
INV-2026-0006,BOL-2026-000089,ULSD,5513.1,12746.29
INV-2026-0006,BOL-2026-000099,RBOB,4698.5,10261.52
INV-2026-0006,BOL-2026-000104,RBOB,5849.4,12775.09
INV-2026-0006,BOL-2026-000131,ULSD,6112.2,14131.41
INV-2026-0006,BOL-2026-000138,RBOB,7928.0,17314.75
INV-2026-0006,BOL-2026-000156,ULSD,6665.6,15410.87
INV-2026-0006,BOL-2026-000176,ULSD,6362.5,14710.10
INV-2026-0006,BOL-2026-000221,ULSD,8392.9,19404.38
INV-2026-0006,BOL-2026-000222,RBOB,6350.3,13869.06
INV-2026-0006,BOL-2026-000230,ULSD,6492.4,15010.43
INV-2026-0006,BOL-2026-000242,RBOB,4684.4,10230.73
INV-2026-0006,BOL-2026-000247,ULSD,6946.5,16060.31
INV-2026-0006,BOL-2026-000272,RBOB,8219.5,17951.39
INV-2026-0006,BOL-2026-000277,ULSD,6851.0,15839.51
INV-2026-0006,BOL-2026-000296,RBOB,8279.9,18083.30
INV-2026-0006,BOL-2026-000309,RBOB,4297.1,9384.87
INV-2026-0006,BOL-2026-000347,ULSD,6507.2,15044.65
INV-2026-0006,BOL-2026-000350,ULSD,7389.3,17084.06
INV-2026-0006,BOL-2026-000352,ULSD,4326.2,10002.17
INV-2026-0006,BOL-2026-000395,RBOB,4909.5,10722.35
INV-2026-0006,BOL-2026-000403,ULSD,6359.0,14702.01
INV-2026-0006,BOL-2026-000439,ULSD,5934.6,13720.80
INV-2026-0006,BOL-2026-000459,RBOB,6126.8,13380.93
INV-2026-0006,BOL-2026-000482,ULSD,5958.4,13775.82
INV-2026-0006,BOL-2026-000486,ULSD,7830.1,18103.19
INV-2026-0006,BOL-2026-000504,ULSD,7578.3,17521.03
INV-2026-0006,BOL-2026-000507,RBOB,5545.9,12112.25
INV-2026-0006,BOL-2026-000541,RBOB,6588.1,14388.41
INV-2026-0006,BOL-2026-000551,ULSD,5562.6,12860.73
INV-2026-0006,BOL-2026-000554,RBOB,6298.5,13755.92
INV-2026-0006,BOL-2026-000558,ULSD,4537.3,10490.24
INV-2026-0006,BOL-2026-000594,ULSD,6514.5,15061.52
INV-2026-0006,BOL-2026-000611,RBOB,5539.4,12098.05
INV-2026-0006,BOL-2026-000635,ULSD,5176.7,11968.53
INV-2026-0006,BOL-2026-000717,ULSD,6724.3,15546.58
INV-2026-0006,BOL-2026-000724,RBOB,7266.2,15869.38
INV-2026-0006,BOL-2026-000731,RBOB,4386.8,9580.77
INV-2026-0006,BOL-2026-000732,ULSD,3831.8,8859.12
INV-2026-0006,BOL-2026-000777,RBOB,7126.9,15565.15
INV-2026-0006,BOL-2026-000779,ULSD,6374.9,14738.77
INV-2026-0007,BOL-2026-000026,RBOB,8170.0,17843.28
INV-2026-0007,BOL-2026-000031,RBOB,4544.5,9925.19
INV-2026-0007,BOL-2026-000033,ULSD,7279.6,16830.44
INV-2026-0007,BOL-2026-000054,RBOB,6921.6,15116.77
INV-2026-0007,BOL-2026-000075,RBOB,8033.8,17545.82
INV-2026-0007,BOL-2026-000082,RBOB,5556.9,12136.27
INV-2026-0007,BOL-2026-000083,ULSD,6735.2,15571.78
INV-2026-0007,BOL-2026-000095,RBOB,5586.0,12199.82
INV-2026-0007,BOL-2026-000114,RBOB,5461.5,11927.92
INV-2026-0007,BOL-2026-000128,ULSD,5499.4,12714.61
INV-2026-0007,BOL-2026-000145,RBOB,7061.0,15421.22
INV-2026-0007,BOL-2026-000150,ULSD,6005.3,13884.25
INV-2026-0007,BOL-2026-000178,RBOB,6132.1,13392.51
INV-2026-0007,BOL-2026-000212,ULSD,6960.2,16091.98
INV-2026-0007,BOL-2026-000249,ULSD,7585.7,17538.14
INV-2026-0007,BOL-2026-000271,RBOB,8131.6,17759.41
INV-2026-0007,BOL-2026-000279,RBOB,4840.3,10571.22
INV-2026-0007,BOL-2026-000282,RBOB,6065.8,13247.71
INV-2026-0007,BOL-2026-000286,ULSD,7449.1,17222.32
INV-2026-0007,BOL-2026-000300,ULSD,8254.8,19085.10
INV-2026-0007,BOL-2026-000306,RBOB,7122.1,15554.67
INV-2026-0007,BOL-2026-000311,ULSD,4325.5,10000.56
INV-2026-0007,BOL-2026-000317,RBOB,5004.5,10929.83
INV-2026-0007,BOL-2026-000341,ULSD,4801.3,11100.61
INV-2026-0007,BOL-2026-000374,RBOB,8105.7,17702.85
INV-2026-0007,BOL-2026-000379,RBOB,5346.1,11675.88
INV-2026-0007,BOL-2026-000393,RBOB,4343.7,9486.64
INV-2026-0007,BOL-2026-000406,ULSD,5868.8,13568.67
INV-2026-0007,BOL-2026-000413,RBOB,5950.8,12996.55
INV-2026-0007,BOL-2026-000423,ULSD,5483.4,12677.62
INV-2026-0007,BOL-2026-000435,ULSD,4362.2,10085.41
INV-2026-0007,BOL-2026-000441,ULSD,7010.3,16207.81
INV-2026-0007,BOL-2026-000444,RBOB,5054.2,11038.37
INV-2026-0007,BOL-2026-000456,ULSD,5686.7,13147.65
INV-2026-0007,BOL-2026-000473,ULSD,5429.5,12553.00
INV-2026-0007,BOL-2026-000487,ULSD,5449.8,12599.94
INV-2026-0007,BOL-2026-000490,ULSD,6818.6,15764.60
INV-2026-0007,BOL-2026-000513,RBOB,6458.5,14105.36
INV-2026-0007,BOL-2026-000518,RBOB,5874.2,12829.25
INV-2026-0007,BOL-2026-000524,ULSD,7150.8,16532.65
INV-2026-0007,BOL-2026-000527,RBOB,4949.7,10810.14
INV-2026-0007,BOL-2026-000531,RBOB,7339.2,16028.81
INV-2026-0007,BOL-2026-000534,ULSD,4656.9,10766.75
INV-2026-0007,BOL-2026-000535,RBOB,3801.3,8302.04
INV-2026-0007,BOL-2026-000548,RBOB,7214.0,15755.38
INV-2026-0007,BOL-2026-000549,RBOB,5469.5,11945.39
INV-2026-0007,BOL-2026-000556,RBOB,7616.4,16634.22
INV-2026-0007,BOL-2026-000557,RBOB,5945.0,12983.88
INV-2026-0007,BOL-2026-000560,ULSD,7930.6,18335.55
INV-2026-0007,BOL-2026-000561,ULSD,4832.4,11172.51
INV-2026-0007,BOL-2026-000570,ULSD,4899.5,11327.64
INV-2026-0007,BOL-2026-000586,RBOB,4635.0,10122.84
INV-2026-0007,BOL-2026-000603,RBOB,4409.0,9629.26
INV-2026-0007,BOL-2026-000622,RBOB,5267.7,11504.66
INV-2026-0007,BOL-2026-000643,ULSD,4551.9,10523.99
INV-2026-0007,BOL-2026-000671,RBOB,4992.6,10903.84
INV-2026-0007,BOL-2026-000674,RBOB,4671.8,10203.21
INV-2026-0007,BOL-2026-000682,ULSD,4575.2,10577.86
INV-2026-0007,BOL-2026-000716,ULSD,4120.8,9527.29
INV-2026-0007,BOL-2026-000720,ULSD,6582.0,15217.58
INV-2026-0007,BOL-2026-000721,ULSD,5075.8,11735.25
INV-2026-0007,BOL-2026-000748,RBOB,6865.3,14993.82
INV-2026-0007,BOL-2026-000756,ULSD,7750.9,17920.08
INV-2026-0008,BOL-2026-000001,RBOB,7366.8,16089.09
INV-2026-0008,BOL-2026-000003,RBOB,7938.0,17336.59
INV-2026-0008,BOL-2026-000018,RBOB,4538.7,9912.52
INV-2026-0008,BOL-2026-000022,ULSD,4504.7,10414.87
INV-2026-0008,BOL-2026-000032,RBOB,5258.7,11485.00
INV-2026-0008,BOL-2026-000047,ULSD,8238.7,19047.87
INV-2026-0008,BOL-2026-000058,RBOB,6483.9,14160.84
INV-2026-0008,BOL-2026-000061,RBOB,5368.4,11724.59
INV-2026-0008,BOL-2026-000067,RBOB,4981.4,10879.38
INV-2026-0008,BOL-2026-000071,ULSD,7288.9,16851.94
INV-2026-0008,BOL-2026-000077,ULSD,4572.7,10572.08
INV-2026-0008,BOL-2026-000080,ULSD,4274.1,9881.72
INV-2026-0008,BOL-2026-000090,RBOB,4875.3,10647.66
INV-2026-0008,BOL-2026-000094,RBOB,7208.9,15744.24
INV-2026-0008,BOL-2026-000124,RBOB,6271.9,13697.83
INV-2026-0008,BOL-2026-000142,RBOB,5657.4,12355.76
INV-2026-0008,BOL-2026-000162,RBOB,6216.4,13576.62
INV-2026-0008,BOL-2026-000164,RBOB,6695.4,14622.75
INV-2026-0008,BOL-2026-000173,ULSD,6857.5,15854.54
INV-2026-0008,BOL-2026-000182,RBOB,6559.9,14326.82
INV-2026-0008,BOL-2026-000188,RBOB,7698.1,16812.65
INV-2026-0008,BOL-2026-000202,RBOB,6531.3,14264.36
INV-2026-0008,BOL-2026-000226,RBOB,7566.5,16525.24
INV-2026-0008,BOL-2026-000235,ULSD,6616.7,15297.81
INV-2026-0008,BOL-2026-000238,ULSD,5435.2,12566.18
INV-2026-0008,BOL-2026-000255,ULSD,7939.4,18355.89
INV-2026-0008,BOL-2026-000256,ULSD,8469.2,19580.79
INV-2026-0008,BOL-2026-000268,RBOB,5503.7,12020.08
INV-2026-0008,BOL-2026-000287,ULSD,6079.5,14055.80
INV-2026-0008,BOL-2026-000288,RBOB,8468.1,18494.33
INV-2026-0008,BOL-2026-000305,ULSD,4245.4,9815.36
INV-2026-0008,BOL-2026-000310,RBOB,6607.4,14430.56
INV-2026-0008,BOL-2026-000312,ULSD,7435.0,17189.72
INV-2026-0008,BOL-2026-000321,RBOB,7740.1,16904.38
INV-2026-0008,BOL-2026-000324,RBOB,7256.2,15847.54
INV-2026-0008,BOL-2026-000333,RBOB,6097.5,13316.94
INV-2026-0008,BOL-2026-000342,RBOB,7966.1,17397.96
INV-2026-0008,BOL-2026-000370,RBOB,4722.2,10313.28
INV-2026-0008,BOL-2026-000404,ULSD,8281.0,19145.67
INV-2026-0008,BOL-2026-000420,ULSD,6784.9,15686.69
INV-2026-0008,BOL-2026-000425,RBOB,4801.7,10486.91
INV-2026-0008,BOL-2026-000427,RBOB,4930.9,10769.09
INV-2026-0008,BOL-2026-000449,RBOB,8028.3,17533.81
INV-2026-0008,BOL-2026-000467,RBOB,8161.0,17823.62
INV-2026-0008,BOL-2026-000474,RBOB,5059.6,11050.17
INV-2026-0008,BOL-2026-000484,RBOB,5260.3,11488.50
INV-2026-0008,BOL-2026-000497,RBOB,6994.1,15275.11
INV-2026-0008,BOL-2026-000499,RBOB,5078.9,11092.32
INV-2026-0008,BOL-2026-000500,RBOB,4831.9,10552.87
INV-2026-0008,BOL-2026-000508,RBOB,6292.0,13741.73
INV-2026-0008,BOL-2026-000510,RBOB,7678.8,16770.50
INV-2026-0008,BOL-2026-000532,RBOB,6479.7,14151.66
INV-2026-0008,BOL-2026-000536,RBOB,6078.1,13274.57
INV-2026-0008,BOL-2026-000567,RBOB,4194.0,9159.70
INV-2026-0008,BOL-2026-000569,RBOB,7311.0,15967.22
INV-2026-0008,BOL-2026-000578,RBOB,4676.4,10213.26
INV-2026-0008,BOL-2026-000579,RBOB,7919.3,17295.75
INV-2026-0008,BOL-2026-000587,ULSD,4103.1,9486.37
INV-2026-0008,BOL-2026-000600,ULSD,8031.3,18568.37
INV-2026-0008,BOL-2026-000609,ULSD,4196.4,9702.08
INV-2026-0008,BOL-2026-000624,ULSD,4792.6,11080.49
INV-2026-0008,BOL-2026-000650,ULSD,3957.7,9150.20
INV-2026-0008,BOL-2026-000653,ULSD,7268.0,16803.62
INV-2026-0008,BOL-2026-000690,RBOB,6694.9,14621.66
INV-2026-0008,BOL-2026-000707,ULSD,5273.9,12193.26
INV-2026-0008,BOL-2026-000708,ULSD,7031.0,16255.67
INV-2026-0008,BOL-2026-000712,ULSD,5854.6,13535.84
INV-2026-0008,BOL-2026-000723,RBOB,5952.6,13000.48
INV-2026-0008,BOL-2026-000729,RBOB,6201.9,13544.95
INV-2026-0008,BOL-2026-000735,ULSD,5642.7,13045.92
INV-2026-0008,BOL-2026-000737,RBOB,6815.1,14884.18
INV-2026-0008,BOL-2026-000747,ULSD,3994.6,9235.52
INV-2026-0008,BOL-2026-000754,RBOB,3979.8,8691.88
INV-2026-0008,BOL-2026-000758,ULSD,7959.6,18402.60
INV-2026-0008,BOL-2026-000761,RBOB,6636.6,14494.33
INV-2026-0008,BOL-2026-000772,RBOB,7175.2,15670.64
INV-2026-0008,BOL-2026-000774,ULSD,5498.9,12713.46
INV-2026-0009,BOL-2026-000034,RBOB,4511.9,9853.99
INV-2026-0009,BOL-2026-000056,ULSD,7288.9,16851.94
INV-2026-0009,BOL-2026-000108,RBOB,8127.7,17750.90
INV-2026-0009,BOL-2026-000109,ULSD,8351.0,19307.51
INV-2026-0009,BOL-2026-000120,ULSD,8082.6,18686.97
INV-2026-0009,BOL-2026-000121,RBOB,7449.0,16268.62
INV-2026-0009,BOL-2026-000147,RBOB,6668.6,14564.22
INV-2026-0009,BOL-2026-000169,RBOB,5704.2,12457.97
INV-2026-0009,BOL-2026-000211,ULSD,5338.0,12341.46
INV-2026-0009,BOL-2026-000215,RBOB,4726.8,10323.33
INV-2026-0009,BOL-2026-000219,RBOB,6053.0,13219.75
INV-2026-0009,BOL-2026-000220,RBOB,5037.0,11000.81
INV-2026-0009,BOL-2026-000225,ULSD,6709.9,15513.29
INV-2026-0009,BOL-2026-000227,RBOB,7530.8,16447.27
INV-2026-0009,BOL-2026-000233,RBOB,5832.7,12738.62
INV-2026-0009,BOL-2026-000236,RBOB,5170.4,11292.15
INV-2026-0009,BOL-2026-000251,ULSD,6302.0,14570.22
INV-2026-0009,BOL-2026-000290,RBOB,6925.8,15125.95
INV-2026-0009,BOL-2026-000293,RBOB,7316.8,15979.89
INV-2026-0009,BOL-2026-000297,RBOB,7895.9,17244.65
INV-2026-0009,BOL-2026-000303,RBOB,7217.0,15761.93
INV-2026-0009,BOL-2026-000304,ULSD,6982.1,16142.62
INV-2026-0009,BOL-2026-000319,ULSD,4555.5,10532.32
INV-2026-0009,BOL-2026-000323,RBOB,4574.0,9989.62
INV-2026-0009,BOL-2026-000331,ULSD,6327.3,14628.72
INV-2026-0009,BOL-2026-000337,ULSD,5184.5,11986.56
INV-2026-0009,BOL-2026-000361,ULSD,7373.8,17048.23
INV-2026-0009,BOL-2026-000372,RBOB,7680.0,16773.12
INV-2026-0009,BOL-2026-000373,ULSD,8173.8,18897.83
INV-2026-0009,BOL-2026-000384,RBOB,8144.1,17786.71
INV-2026-0009,BOL-2026-000385,ULSD,6719.9,15536.41
INV-2026-0009,BOL-2026-000418,ULSD,4318.0,9983.22
